bug_id,revision.id.buggy,revision.id.fixed,report.id,report.url
1,4dee93b032aecb2ece79b24fe58efdb4fc8e2699,d97ec44b5d6b96e1c7bcec93b8553a4e9dd21b1f,javaparser_javaparser-3312,https://github.com/javaparser/javaparser/issues/3308
2,a662417acb04040c2c7ee0492cd6e62ee01a64c8,324875703e11933484c0ab33828fb0fac059eed7,javaparser_javaparser-3316,https://github.com/javaparser/javaparser/issues/3296
3,324875703e11933484c0ab33828fb0fac059eed7,5edf7f789a5c9756c70cdd63d2018c2d7ec0f374,javaparser_javaparser-3318,https://github.com/javaparser/javaparser/issues/3317
4,87845665a927b3427808c5fe98a5c724317fa1e9,f1f6bafb7016412857ed648ff84b9b477c2f9337,javaparser_javaparser-3362,https://github.com/javaparser/javaparser/issues/3366
5,1eeae2c9a04f9d5581cc2b492b8930f512f7b0b3,8cf73af93a163e3864ce701700326504dcec18b7,javaparser_javaparser-3392,https://github.com/javaparser/javaparser/issues/3387
6,ede3355d4c94131b765a5e30d75d4f73f63c3614,f04904808d61b8cf2756d39bed9f788d9190fb87,javaparser_javaparser-3397,https://github.com/javaparser/javaparser/issues/2259
7,d142a52ff800ee25fb0905516fc3255ea554667b,ec11a2bb67d4bd3602a26aa2c6b2b56dc8410fa9,javaparser_javaparser-3407,https://github.com/javaparser/javaparser/issues/3406
8,e909d721d2286d1ba86e0d8c506f41bfdd4f2c3c,2035acf5762bd1cef20acdd21d5139fd605b2632,javaparser_javaparser-3429,https://github.com/javaparser/javaparser/issues/3408
9,493f5dfa6e27d6e3b5662e19c6e2cdc6df57a129,6fb81aa003d64d15d4f5869c4b7a1f8652df5d3f,javaparser_javaparser-3437,https://github.com/javaparser/javaparser/issues/3436
10,bfaf955c0ae98b66044ddef22158c4657268aae6,eae3bf3b0a6ca55d2037499e2ab387a30aad81c7,javaparser_javaparser-3473,https://github.com/javaparser/javaparser/issues/3467
11,99507dc422d3161c9fc8a7daae3c14718faace70,106f730ea12c3b04bee48589c43f5504d1cd4445,javaparser_javaparser-3743,https://github.com/javaparser/javaparser/issues/3728
12,c34290da9e82ef4b56da9de9cfb159b38b8e73f7,3498ba2da195e16deca08be98dc68ae187057b60,javaparser_javaparser-3752,https://github.com/javaparser/javaparser/issues/1827
13,340a3c685cfd97f899976cad20d3258c769e1a08,c9b4362ab890fe1c284a5742d0ff608dc31ddebf,javaparser_javaparser-3759,https://github.com/javaparser/javaparser/issues/3750
14,c9b4362ab890fe1c284a5742d0ff608dc31ddebf,2f7479d6956d78b1c9a6d2466ac6f8557804084c,javaparser_javaparser-3760,https://github.com/javaparser/javaparser/issues/3693
15,2f7479d6956d78b1c9a6d2466ac6f8557804084c,7025bb79569a6b5a7fec12d4cc621c2480530f06,javaparser_javaparser-3762,https://github.com/javaparser/javaparser/issues/3761
16,e3cbb0388b6b5240d3d1a6898c899814574c2b37,cf27d5e466f1380476d4ed0ee557133e8ebb13af,javaparser_javaparser-3764,https://github.com/javaparser/javaparser/issues/3441
17,897f01ccc2704b61798aba96f536336b22fcb7fe,d3b54a0f7b44f07a9fee0b72e2a620b952557e00,javaparser_javaparser-3766,https://github.com/javaparser/javaparser/issues/3216
18,28bd049cf84f79815f019836fa39e4d20029e4ad,378978de5b6ea86082c434e9c7adafaca7791444,javaparser_javaparser-3777,https://github.com/javaparser/javaparser/issues/3681
19,e72e340ca1cf9d9a14b69057f8a531b0b55a405b,02fc8fc0f1f6efd8e1175afa39c91ab97eeb5ba9,javaparser_javaparser-3810,https://github.com/javaparser/javaparser/issues/3796
20,133962bb19eec03bf4c21e261d53d19bc43769c8,24596d87841eaef84d30d923967535e67f36917d,javaparser_javaparser-3865,https://github.com/javaparser/javaparser/issues/3703
21,43207a9b9f725dd97ed91b229e4fc9c6cc8e3fc0,736401f84ede413f781fdbb0466115a11bf8aa2e,javaparser_javaparser-3896,https://github.com/javaparser/javaparser/issues/3045
22,736401f84ede413f781fdbb0466115a11bf8aa2e,8f655b9bd56a9db7f3894c58f3a61b864f572bd7,javaparser_javaparser-3903,https://github.com/javaparser/javaparser/issues/3577
23,69fa82b65a97753d7d550ef7d22e402463f3d309,38b0278f7d6c9bcaab040dbc53f3463dfdbd7e9e,javaparser_javaparser-3917,https://github.com/javaparser/javaparser/issues/3911
24,545a732b825e7ca206ee162fadeff14de108d170,ca25249a89ef11665496bca45a1c601ca99c8db4,javaparser_javaparser-3920,https://github.com/javaparser/javaparser/issues/3919
25,e53ce0d34818304c8d5bb87e26a352d96b42300d,2d78d98738cadf0397111b13bd3178ffe4f75896,javaparser_javaparser-3933,https://github.com/javaparser/javaparser/issues/3919
26,409341c51c0d61452bbb5cb848128fc04a25d79f,1c7027dd3a13ad14a51808b2c1938195be00ced4,javaparser_javaparser-3938,https://github.com/javaparser/javaparser/issues/3930
27,2195a4229d6c4684f74ad3e9ac1f314a8d27fd1c,d9af8a91d31e51a86edd93eb3614bce4e4ed548f,javaparser_javaparser-3959,https://github.com/javaparser/javaparser/issues/3949
28,30ec68d0e881b94a43d9a19a85a7f1eac9c77c7c,74d9ed83be171348ef51bc2884c202ef15c0a564,javaparser_javaparser-4039,https://github.com/javaparser/javaparser/issues/4016
29,fa02315cb4ed3c46280f39755cb735c803063890,12cf7c845e61742cde2692fc264417988daa81a6,javaparser_javaparser-4046,https://github.com/javaparser/javaparser/issues/4037
30,cfc1bcdf1fbd596ac11cbf14be565ffdee8903a5,76866eac710f206bf97cd4a58cc529f2c9198029,javaparser_javaparser-4057,https://github.com/javaparser/javaparser/issues/4056
31,c542b43e1b8ed74a5f4cea54d0532dc12c70a2c8,20b1debf9606776e7d25ffc105605d787c14eb57,javaparser_javaparser-4114,https://github.com/javaparser/javaparser/issues/4113
